Material,Sector,Gross_Export,Pais
Vegetable textile fibers,Textiles,160776,Estados Unidos
Woven fabrics of flax,Textiles,99469,Estados Unidos
Woven fabrics of vegetable textile fibers,Textiles,52410,Estados Unidos
Synthetic sowing thread,Textiles,7417446,Estados Unidos
Synthetic filament yarn,Textiles,90719477,Estados Unidos
Artificial filament yarn,Textiles,103455,Estados Unidos
Synthetic monofilament >67 dtex_ thickness < 1mm,Textiles,12120238,Estados Unidos
Synthetic filament yarn for retail sale,Textiles,1768905,Estados Unidos
Woven fabrics of synthetic filament yarn,Textiles,16646904,Estados Unidos
Woven fabrics of artificial filament yarn,Textiles,57533,Estados Unidos
Synthetic filament tow,Textiles,947621,Estados Unidos
Artificial filament tow,Textiles,2068,Estados Unidos
Synthetic staple fibers,Textiles,14755536,Estados Unidos
Waste of man-made fibers,Textiles,1493893,Estados Unidos
Synthetic staple fibers_ processed,Textiles,2434319,Estados Unidos
Synthetic staple fibers sewing thread,Textiles,666962,Estados Unidos
Yarn of synthetic staple fibers_ not for retail sale,Textiles,6078474,Estados Unidos
Yarn of artificial staple fibers_ not for retail sale,Textiles,227958,Estados Unidos
Yarn of synthetic staple fibers_ for retail sale,Textiles,254317,Estados Unidos
Woven fabrics of > 85% synthetic staple fibers,Textiles,19790156,Estados Unidos
Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,Textiles,36634,Estados Unidos
Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,Textiles,3190788,Estados Unidos
Other woven fabrics of synthetic staple fibers,Textiles,10332481,Estados Unidos
Woven fabrics of artificial staple fibers,Textiles,158193,Estados Unidos
Wadding of textile materials,Textiles,21939121,Estados Unidos
Felt,Textiles,16554826,Estados Unidos
Nonwoven textiles,Textiles,62186716,Estados Unidos
Rubber textiles,Textiles,114758,Estados Unidos
Metallised yarn,Textiles,346244,Estados Unidos
Gimp yarn,Textiles,56303,Estados Unidos
Twine and ropes of baste fibers,Textiles,33498185,Estados Unidos
Nets,Textiles,1647855,Estados Unidos
Articles of yarn_ rope etc not elsewhere clasified,Textiles,7060584,Estados Unidos
Carpets_ knotted,Textiles,672237,Estados Unidos
Woven carpets and rugs,Textiles,970290,Estados Unidos
Carpets_ tufted,Textiles,40494844,Estados Unidos
Carpets of felt,Textiles,1578917,Estados Unidos
Other carpets,Textiles,2140223,Estados Unidos
Woven pile fabrics,Textiles,2690720,Estados Unidos
Terry cloth,Textiles,11329,Estados Unidos
Gauze,Textiles,32080,Estados Unidos
Lace and net fabrics,Textiles,177771,Estados Unidos
Hand-woven tapestries,Textiles,19243,Estados Unidos
Narrow woven fabrics,Textiles,6010259,Estados Unidos
Labels and badges of textiles,Textiles,2558798,Estados Unidos
Braids in piece,Textiles,11125364,Estados Unidos
Woven fabric incorporating metal threads,Textiles,994,Estados Unidos
Embroidery in the piece,Textiles,9630362,Estados Unidos
Quilted textile products,Textiles,878739,Estados Unidos
Stiffened textiles,Textiles,5066824,Estados Unidos
Tire cord fabric,Textiles,20998639,Estados Unidos
Textile fabrics impregnated with plastics,Textiles,50043880,Estados Unidos
Rubberized textile fabrics,Textiles,1483748,Estados Unidos
Other textile fabrics impregnated_ coated or covered,Textiles,92680,Estados Unidos
Textile hosepiping and similar tubing,Textiles,210797,Estados Unidos
Transmission belts or belting_ of textile material,Textiles,2905125,Estados Unidos
Textile articles for technical use,Textiles,240835080,Estados Unidos
Pile fabrics_ knit,Textiles,519646,Estados Unidos
Other knitted fabrics,Textiles,20543596,Estados Unidos
Men's overcoats_ knit,Textiles,23324865,Estados Unidos
Women's overcoats_ knit,Textiles,4906887,Estados Unidos
Men's suits_ knit,Textiles,19082023,Estados Unidos
Women's suits_ knit,Textiles,120588453,Estados Unidos
Men's shirts_ knit,Textiles,22521482,Estados Unidos
Women's shirts_ knit,Textiles,71299966,Estados Unidos
Men's undergarments_ knit,Textiles,7806848,Estados Unidos
Women's undergarments_ knit,Textiles,48287903,Estados Unidos
T-shirts_ knit,Textiles,494757024,Estados Unidos
Sweaters_ pullovers_ sweatshirts etc._ knit,Textiles,248245765,Estados Unidos
Babies' garments_ knit,Textiles,3242652,Estados Unidos
Activewear_ knit,Textiles,23304276,Estados Unidos
Garments knit with impregnated fibers,Textiles,2186577,Estados Unidos
Other garments_ knit,Textiles,86996442,Estados Unidos
Socks_ stockings_ etc._ knit,Textiles,47655665,Estados Unidos
Gloves_ knit,Textiles,43346693,Estados Unidos
Other clothing accesories_ knit,Textiles,17496396,Estados Unidos
Men's overcoats_ not knit,Textiles,56509142,Estados Unidos
Womens overcoats_ not knit,Textiles,9320989,Estados Unidos
Men's suits and pants,Textiles,1211143312,Estados Unidos
Women's suits and pants,Textiles,209347270,Estados Unidos
Men's shirts,Textiles,114287806,Estados Unidos
Women's shirts,Textiles,18731834,Estados Unidos
Men's undergarments,Textiles,2287425,Estados Unidos
Women's undergarments,Textiles,810605,Estados Unidos
Babies' garments,Textiles,816391,Estados Unidos
Garments made of textile felts and nonwoven fabric,Textiles,121558828,Estados Unidos
Activewear,Textiles,312719575,Estados Unidos
Brassieres,Textiles,15516777,Estados Unidos
Handkerchiefs,Textiles,64066,Estados Unidos
Shawls_ scarves_ etc.,Textiles,394288,Estados Unidos
Ties_ bow ties and cravats,Textiles,135767,Estados Unidos
Gloves,Textiles,171758,Estados Unidos
Other clothing accesories,Textiles,13314896,Estados Unidos
Blankets,Textiles,9433655,Estados Unidos
House linen,Textiles,43193550,Estados Unidos
Curtains,Textiles,332800088,Estados Unidos
Other furnishing articles,Textiles,24642562,Estados Unidos
Bags for packing goods,Textiles,89418375,Estados Unidos
Tents_ tarpaulins_ etc.,Textiles,2171506,Estados Unidos
Other made up articles,Textiles,473740449,Estados Unidos
Needlecraft sets of woven fabric and yarn,Textiles,51430,Estados Unidos
Used clothes and textiles,Textiles,24637,Estados Unidos
Used or new rags textile scraps,Textiles,5958862,Estados Unidos
Waterproof footwear,Textiles,6892860,Estados Unidos
Other footwear of rubber or plastics,Textiles,26008456,Estados Unidos
Leather footwear,Textiles,325109321,Estados Unidos
Textile footwear,Textiles,84128224,Estados Unidos
Other footwear,Textiles,4227619,Estados Unidos
Parts of footwear,Textiles,36984616,Estados Unidos
Hat forms,Textiles,5248,Estados Unidos
Hat shapes,Textiles,88042,Estados Unidos
Hats,Textiles,16940328,Estados Unidos
Hats_ knit,Textiles,145236896,Estados Unidos
Other headgear,Textiles,20371885,Estados Unidos
Headbands,Textiles,12922710,Estados Unidos
Umbrellas,Textiles,3904096,Estados Unidos
Walking sticks,Textiles,18051,Estados Unidos
Parts of umbrellas or walking sticks,Textiles,862489,Estados Unidos
Feathers or down,Textiles,216361,Estados Unidos
Artificial flowers,Textiles,5155481,Estados Unidos
Human animal hair prepared for use in wigs,Textiles,19546,Estados Unidos
Wigs,Textiles,1001089,Estados Unidos
Flagstones_ of natural stone,Stone,983441,Estados Unidos
Worked building stone,Stone,42225964,Estados Unidos
Worked slate,Stone,3679,Estados Unidos
Grindstones,Stone,37771369,Estados Unidos
Natural or artificial abrasive powder,Stone,126366993,Estados Unidos
Mineral wools and insulating materials,Stone,33996213,Estados Unidos
Asphalt,Stone,23837034,Estados Unidos
Panels of vegetable fibers,Stone,333972,Estados Unidos
Plaster articles,Stone,110541540,Estados Unidos
Articles of cement_ of concrete or of artificial stone,Stone,146707558,Estados Unidos
Asbestos-cement or cellulose fiber-cement,Stone,23071719,Estados Unidos
Asbestos fibres,Stone,410270,Estados Unidos
Friction material and articles thereof,Stone,15748060,Estados Unidos
Mica articles,Stone,124889,Estados Unidos
Articles of stone or of other mineral substances,Stone,89023370,Estados Unidos
Bricks_ blocks_ and other ceramic goods,Stone,36150,Estados Unidos
Bricks_ tiles and similar refractory ceramic constructional goods,Stone,5129272,Estados Unidos
Other refractory ceramic goods,Stone,79369104,Estados Unidos
Ceramic building bricks,Stone,28772904,Estados Unidos
Architectural ceramic ornaments,Stone,5097452,Estados Unidos
Ceramic pipes,Stone,5553,Estados Unidos
Unglazed ceramic flags and pavers,Stone,219639166,Estados Unidos
Glazed ceramic flags and pavers,Stone,200674639,Estados Unidos
Ceramic wares for technical ware,Stone,226477808,Estados Unidos
Ceramic sinks_ washbasins_ and similar sanitary fixtures,Stone,449637961,Estados Unidos
Porcelain or china household articles,Stone,4534802,Estados Unidos
Ceramic household articles,Stone,21812954,Estados Unidos
Ornamental ceramic articles,Stone,26881174,Estados Unidos
Other ceramic articles,Stone,4712979,Estados Unidos
Cullet and other scraps of glass,Stone,2211293,Estados Unidos
Glass balls,Stone,167875,Estados Unidos
Glass_ cast or rolled,Stone,16626740,Estados Unidos
Float glass,Stone,33623193,Estados Unidos
Worked glass,Stone,7593339,Estados Unidos
Safety glass,Stone,136905929,Estados Unidos
Multiple-walled insulating glass,Stone,109024072,Estados Unidos
Glass mirrors,Stone,112533203,Estados Unidos
Glass containers for conveyance,Stone,371970051,Estados Unidos
Glass envelopes,Stone,129924,Estados Unidos
Glassware for interior decorative use,Stone,62060798,Estados Unidos
Signaling glassware,Stone,2378,Estados Unidos
Glass paving blocks or other molded products,Stone,8485989,Estados Unidos
Laboratory_ hygienic or pharmaceutical glassware,Stone,56531478,Estados Unidos
Glass beads,Stone,481162,Estados Unidos
Glass fibers,Stone,375018699,Estados Unidos
Other articles of glass,Stone,853227,Estados Unidos
Pearls,Stone,219356,Estados Unidos
Diamonds,Stone,6351462,Estados Unidos
Precious stones,Stone,1109719,Estados Unidos
Synthetic precious stones,Stone,12436,Estados Unidos
Diamond dust,Stone,40554,Estados Unidos
Silver,Stone,1583323900,Estados Unidos
Silver clad metals,Stone,255811,Estados Unidos
Gold,Stone,3027473130,Estados Unidos
Gold clad metals,Stone,4765575,Estados Unidos
Platinum,Stone,2536015,Estados Unidos
Platinum clad metals,Stone,117199,Estados Unidos
Scrap of precious metal,Stone,123507204,Estados Unidos
Jewelry of precious metal,Stone,223593082,Estados Unidos
Goldsmith and silversmith wares,Stone,476133,Estados Unidos
Other articles of precious metals,Stone,2833092,Estados Unidos
Articles of precious stones,Stone,4055020,Estados Unidos
Imitation jewelry,Stone,19952419,Estados Unidos
Coin,Stone,48931,Estados Unidos
Ferroalloys,Metals,49908712,Estados Unidos
Ferrous waste and scrap,Metals,242351833,Estados Unidos
Powders of iron or steel,Metals,8235,Estados Unidos
Iron and nonalloy steel,Metals,3079839,Estados Unidos
Semifinished products of iron or nonalloy steel,Metals,453334292,Estados Unidos
Flat-rolled iron_ width > 600mm_ hot-rolled_ not clad,Metals,246863350,Estados Unidos
Flat-rolled iron_ width > 600mm_ cold-rolled_ not clad,Metals,156349636,Estados Unidos
Flat rolled iron_ width > 600mm_ clad,Metals,203267659,Estados Unidos
Flat-rolled iron_ width < 600mm_ not clad,Metals,54771353,Estados Unidos
Flat-rolled iron_ width < 600mm_ clad,Metals,17255735,Estados Unidos
Hot rolled bars of iron,Metals,5027609,Estados Unidos
Other bars of iron_ not further worked than forged,Metals,75417696,Estados Unidos
Other bars and rods of iron or nonalloy steel,Metals,2119734,Estados Unidos
Angles of iron or nonalloy steel,Metals,166836342,Estados Unidos
Wire of iron or nonalloy steel,Metals,111345332,Estados Unidos
Flat-rolled products of stainless steel of a width > 600 mm,Metals,140499770,Estados Unidos
Flat-rolled products of stainless steel of a width < 600 mm,Metals,18738802,Estados Unidos
Other bars and rods of stainless steel,Metals,1616126,Estados Unidos
Wire of stainless steel,Metals,315313,Estados Unidos
Other alloy steel in primary form,Metals,195229023,Estados Unidos
Flat-rolled products of other alloy steel_ width > 600 mm,Metals,40085333,Estados Unidos
Flat-rolled products of other alloy steel_ width < 600 mm,Metals,299113,Estados Unidos
Bars of other alloy steel,Metals,7392,Estados Unidos
Other bars and rods of other alloy steel,Metals,21746936,Estados Unidos
Wire of other alloy steel,Metals,11156611,Estados Unidos
Sheet piling of iron or steel,Metals,371782,Estados Unidos
Railway construction material of iron or steel,Metals,1054442,Estados Unidos
Tubes of cast iron,Metals,157860,Estados Unidos
Tubes_ seamless_ of iron or steel,Metals,643260976,Estados Unidos
Other tubes and pipes_ diameter > 406.4 mm_ of iron or steel,Metals,122948346,Estados Unidos
Other tubes_ pipes and hollow profiles of iron or steel,Metals,379371488,Estados Unidos
Tube or pipe fittings of iron or steel,Metals,129578041,Estados Unidos
Structures and their parts_ of iron or steel,Metals,691934178,Estados Unidos
Tanks etc. > 300 liters_ iron or steel,Metals,67335800,Estados Unidos
Tanks etc. < 300 liters_ iron or steel,Metals,83716888,Estados Unidos
Containers for compressed or liquified gas,Metals,70244608,Estados Unidos
Wire of iron or steel_ not insulated,Metals,36450217,Estados Unidos
Barbed wire of iron or steel,Metals,7390861,Estados Unidos
Cloth of iron or steel wire,Metals,152017597,Estados Unidos
Chain of iron or steel,Metals,17184795,Estados Unidos
Anchors of iron or steel,Metals,150651,Estados Unidos
Nails and similar articles of iron or steel,Metals,31745104,Estados Unidos
Screws and similar articles of iron or steel,Metals,116447768,Estados Unidos
Articles for sewing of iron or steel,Metals,99092,Estados Unidos
Springs of iron or steel,Metals,634266726,Estados Unidos
Stoves and similar non-electric appliances of iron or steel,Metals,523313628,Estados Unidos
Radiators for central heating of iron or steel,Metals,335748423,Estados Unidos
Household articles of iron or steel,Metals,32468615,Estados Unidos
Sanitary ware and parts of iron or steel,Metals,58231764,Estados Unidos
Other cast articles of iron or steel,Metals,56323109,Estados Unidos
Other articles of iron or steel,Metals,809017155,Estados Unidos
Copper mattes,Metals,721014,Estados Unidos
Refined copper and copper alloys,Metals,397083706,Estados Unidos
Copper waste and scrap,Metals,186085568,Estados Unidos
Master alloys of copper,Metals,136999,Estados Unidos
Copper powders and flakes,Metals,121412,Estados Unidos
Copper bars_ rods and profiles,Metals,54147296,Estados Unidos
Copper wire,Metals,111365282,Estados Unidos
